"Table Name","Table Descripition","Property Name","DICTIONARYNAME","ATTRIBUTE","Data Type","Multi-Valued","Code File","SB+ Code Table","Conversion Code","Dec. Places","OWNER  SID","CREATEDBY"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Grs Com","LAST.YR.YTD.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Grs Cost","LAST.YR.YTD.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Grs Cost Cmp","LAST.YR.YTD.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Grs Sales","LAST.YR.YTD.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Grs Units","LAST.YR.YTD.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Grs Units Cmp","LAST.YR.YTD.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Rtn Com","LAST.YR.YTD.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Rtn Cost","LAST.YR.YTD.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Rtn Cost Cmp","LAST.YR.YTD.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Rtn Sales","LAST.YR.YTD.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Rtn Units","LAST.YR.YTD.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Ytd Rtn Units Cmp","LAST.YR.YTD.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Grs Amt","LTD.GRS.AMT","30","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Grs Com","LTD.GRS.COM","34","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Grs Cst","LTD.GRS.CST","32","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Grs Cst Cmp","LTD.GRS.CST.CMP","38","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Grs Qty","LTD.GRS.QTY","28","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Grs Qty Cmp","LTD.GRS.QTY.CMP","36","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Rtn Amt","LTD.RTN.AMT","31","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Rtn Com","LTD.RTN.COM","35","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Rtn Cst","LTD.RTN.CST","33","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Rtn Cst Cmp","LTD.RTN.CST.CMP","39","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Rtn Qty","LTD.RTN.QTY","29","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Ltd Rtn Qty Cmp","LTD.RTN.QTY.CMP","37","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Grs Com","PER.GRS.COM","8","Numeric","Yes","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Grs Com","PER.GRS.COM","8","Numeric","Yes","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Grs Cost","PER.GRS.COST","6","Numeric","Yes","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Grs Cost Cmp","PER.GRS.COST.CMP","12","Numeric","Yes","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Grs Sales","PER.GRS.SALES","4","Numeric","Yes","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Grs Units","PER.GRS.UNITS","2","Numeric","Yes","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Grs Units Cmp","PER.GRS.UNITS.CMP","10","Numeric","Yes","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Rtn Com","PER.RTN.COM","9","Numeric","Yes","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Rtn Cost","PER.RTN.COST","7","Numeric","Yes","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Rtn Cost Cmp","PER.RTN.COST.CMP","13","Numeric","Yes","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Rtn Sales","PER.RTN.SALES","5","Numeric","Yes","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Rtn Units","PER.RTN.UNITS","3","Numeric","Yes","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Per Rtn Units Cmp","PER.RTN.UNITS.CMP","11","Numeric","Yes","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Sales Rep Id","SALES.REP.ID","0","Text","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Grs Com","THREE.YRS.AGO.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Grs Cost","THREE.YRS.AGO.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Grs Cost Cmp","THREE.YRS.AGO.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Grs Sales","THREE.YRS.AGO.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Grs Units","THREE.YRS.AGO.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Grs Units Cmp","THREE.YRS.AGO.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Rtn Com","THREE.YRS.AGO.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Rtn Cost","THREE.YRS.AGO.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Rtn Cost Cmp","THREE.YRS.AGO.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Rtn Sales","THREE.YRS.AGO.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Rtn Units","THREE.YRS.AGO.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Rtn Units Cmp","THREE.YRS.AGO.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Grs Com","THREE.YRS.AGO.TM.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Grs Cost","THREE.YRS.AGO.TM.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Grs Cost Cmp","THREE.YRS.AGO.TM.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Grs Sales","THREE.YRS.AGO.TM.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Grs Units","THREE.YRS.AGO.TM.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Grs Units Cmp","THREE.YRS.AGO.TM.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Rtn Com","THREE.YRS.AGO.TM.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Rtn Cost","THREE.YRS.AGO.TM.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Rtn Cost Cmp","THREE.YRS.AGO.TM.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Rtn Sales","THREE.YRS.AGO.TM.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Rtn Units","THREE.YRS.AGO.TM.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tm Rtn Units Cmp","THREE.YRS.AGO.TM.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Grs Com","THREE.YRS.AGO.TW.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Grs Cost","THREE.YRS.AGO.TW.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Grs Cost Cmp","THREE.YRS.AGO.TW.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Grs Sales","THREE.YRS.AGO.TW.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Grs Units","THREE.YRS.AGO.TW.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Grs Units Cmp","THREE.YRS.AGO.TW.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Rtn Com","THREE.YRS.AGO.TW.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Rtn Cost","THREE.YRS.AGO.TW.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Rtn Cost Cmp","THREE.YRS.AGO.TW.RTN.COST.CMP","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Rtn Sales","THREE.YRS.AGO.TW.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Rtn Units","THREE.YRS.AGO.TW.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Three Yrs Ago Tw Rtn Units Cmp","THREE.YRS.AGO.TW.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Grs Com","TWO.YRS.AGO.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Grs Cost","TWO.YRS.AGO.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Grs Cost Cmp","TWO.YRS.AGO.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Grs Sales","TWO.YRS.AGO.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Grs Units","TWO.YRS.AGO.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Grs Units Cmp","TWO.YRS.AGO.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Rtn Com","TWO.YRS.AGO.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Rtn Cost","TWO.YRS.AGO.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Rtn Cost Cmp","TWO.YRS.AGO.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Rtn Sales","TWO.YRS.AGO.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Rtn Units","TWO.YRS.AGO.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Rtn Units Cmp","TWO.YRS.AGO.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Grs Com","TWO.YRS.AGO.TM.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Grs Cost","TWO.YRS.AGO.TM.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Grs Cost Cmp","TWO.YRS.AGO.TM.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Grs Sales","TWO.YRS.AGO.TM.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Grs Units","TWO.YRS.AGO.TM.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Grs Units Cmp","TWO.YRS.AGO.TM.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Rtn Com","TWO.YRS.AGO.TM.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Rtn Cost","TWO.YRS.AGO.TM.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Rtn Cost Cmp","TWO.YRS.AGO.TM.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Rtn Sales","TWO.YRS.AGO.TM.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Rtn Units","TWO.YRS.AGO.TM.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tm Rtn Units Cmp","TWO.YRS.AGO.TM.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Grs Com","TWO.YRS.AGO.TW.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Grs Cost","TWO.YRS.AGO.TW.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Grs Cost Cmp","TWO.YRS.AGO.TW.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Grs Sales","TWO.YRS.AGO.TW.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Grs Units","TWO.YRS.AGO.TW.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Grs Units Cmp","TWO.YRS.AGO.TW.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Rtn Com","TWO.YRS.AGO.TW.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Rtn Cost","TWO.YRS.AGO.TW.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Rtn Cost Cmp","TWO.YRS.AGO.TW.RTN.COST.CMP","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Rtn Sales","TWO.YRS.AGO.TW.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Rtn Units","TWO.YRS.AGO.TW.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Two Yrs Ago Tw Rtn Units Cmp","TWO.YRS.AGO.TW.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Year","YEAR","14","Numeric","Yes","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Yr Grs Com","YR.GRS.COM","21","Numeric","Yes","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Yr Grs Cost","YR.GRS.COST","19","Numeric","Yes","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Yr Grs Cost Cmp","YR.GRS.COST.CMP","25","Numeric","Yes","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Yr Grs Sales","YR.GRS.SALES","17","Numeric","Yes","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Yr Grs Units","YR.GRS.UNITS","15","Numeric","Yes","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Yr Grs Units Cmp","YR.GRS.UNITS.CMP","23","Numeric","Yes","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Yr Rtn Com","YR.RTN.COM","22","Numeric","Yes","","","","2","lwulf","Louis Wulf"
